ClientID,Pack1,Score1,Pack2,Score2,Pack3,Score3,PrixEstime,Justification
CL000425,Eco,75.9,Eco+,74.4,Premium,64.6,6863.43,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000426,Gold+,99.0,Business,97.9,Gold,97.5,14434.43,Le véhicule possède une forte valeur. Le conducteur roule beaucoup. Le bonus est excellent. La marque premium justifie une protection étendue. Le pack Gold+ est recommandé en priorité.
CL000427,Gold+,66.2,Premium,65.9,VIP,65.4,15042.65,La marque premium justifie une protection étendue. Le pack Gold+ est recommandé en priorité.
CL000428,Eco+,63.5,Bronze,63.5,Eco,62.4,5508.33,L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Eco+ est recommandé en priorité.
CL000429,VIP,89.1,Premium,88.0,Gold+,86.9,52167.19,Le conducteur roule beaucoup. La marque premium justifie une protection étendue. Le stationnement en garage fermé réduit le risque vol. Le pack VIP est recommandé en priorité.
CL000430,Business,77.5,Silver+,76.9,Premium,76.5,7750.32,Le bonus est excellent. Le pack Business est recommandé en priorité.
CL000431,Gold,77.5,Silver+,75.5,Business,74.4,10571.11,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Gold est recommandé en priorité.
CL000432,Gold,99.0,Gold+,99.0,Premium,99.0,23905.96,Le conducteur roule beaucoup. La marque premium justifie une protection étendue. L'usage professionnel requiert des garanties adaptées. Le pack Gold est recommandé en priorité.
CL000433,VIP,67.7,Gold,67.1,Premium,66.8,87875.51,Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. Le stationnement en garage fermé réduit le risque vol. Le pack VIP est recommandé en priorité.
CL000434,Gold,77.7,Silver+,76.0,Gold+,76.0,9040.48,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Gold est recommandé en priorité.
CL000435,Eco,71.4,Eco+,69.3,Business,58.4,5965.56,L'historique de sinistres nécessite une couverture renforcée. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000436,Eco,77.9,Eco+,61.9,Business,59.2,5078.28,Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000437,Eco+,66.3,Eco,65.5,Bronze,47.9,5114.28,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Eco+ est recommandé en priorité.
CL000438,Eco+,87.3,Eco,83.6,Bronze,82.0,12532.91,L'historique de sinistres nécessite une couverture renforcée. L'usage professionnel requiert des garanties adaptées. Le pack Eco+ est recommandé en priorité.
CL000439,Eco+,67.9,Silver,67.1,Eco,65.0,3667.35,Le stationnement en garage fermé réduit le risque vol. Le pack Eco+ est recommandé en priorité.
CL000440,Premium,99.0,Business,99.0,VIP,87.0,16495.74,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000441,Eco+,50.0,Bronze,49.8,Eco,48.7,5975.7,Le stationnement en garage fermé réduit le risque vol. Le pack Eco+ est recommandé en priorité.
CL000442,Silver+,77.0,Eco+,67.8,Eco,67.1,16511.47,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Silver+ est recommandé en priorité.
CL000443,Eco,74.9,Eco+,57.4,Bronze,39.5,3914.12,Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000444,Gold+,77.4,Business,77.2,Premium,75.7,14106.1,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Gold+ est recommandé en priorité.
CL000445,Eco+,66.6,Eco,64.5,Bronze,50.1,5839.96,Le stationnement en garage fermé réduit le risque vol. Le pack Eco+ est recommandé en priorité.
CL000446,Eco,95.9,Eco+,95.0,Gold+,93.7,4487.25,L'historique de sinistres nécessite une couverture renforcée. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000447,Gold+,99.0,Premium,97.2,Business,95.3,9498.47,Le véhicule possède une forte valeur. Le bonus est excellent. La marque premium justifie une protection étendue. Le stationnement en garage fermé réduit le risque vol. Le pack Gold+ est recommandé en priorité.
CL000448,Eco,96.2,Eco+,92.3,Bronze,80.8,8420.61,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000449,Gold,58.9,Business,58.6,Premium,56.9,16070.39,Le véhicule possède une forte valeur. Le stationnement en garage fermé réduit le risque vol. Le pack Gold est recommandé en priorité.
CL000450,VIP,75.4,Business,73.5,Gold+,72.6,25485.98,Le conducteur roule beaucoup. Le bonus est excellent. La marque premium justifie une protection étendue. Le pack VIP est recommandé en priorité.
CL000451,Premium,85.1,Gold+,84.7,Business,83.5,16911.6,Le véhicule possède une forte valeur. Le conducteur roule beaucoup. La marque premium justifie une protection étendue. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000452,Business,99.0,VIP,98.6,Premium,97.9,68835.52,Le véhicule possède une forte valeur. Le conducteur roule beaucoup. La marque premium justifie une protection étendue. Le stationnement en garage fermé réduit le risque vol. Le pack Business est recommandé en priorité.
CL000453,Premium,87.4,Business,85.0,Gold+,82.9,19011.02,Le véhicule possède une forte valeur. La marque premium justifie une protection étendue. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000454,Gold+,95.2,Premium,94.9,Silver+,89.7,9445.45,Le conducteur roule beaucoup. Le bonus est excellent. La marque premium justifie une protection étendue. Le stationnement en garage fermé réduit le risque vol. Le pack Gold+ est recommandé en priorité.
CL000455,Premium,76.1,Business,75.5,VIP,73.9,24215.83,Le véhicule possède une forte valeur. Le conducteur roule beaucoup. La marque premium justifie une protection étendue. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000456,VIP,68.0,Eco,67.9,Premium,67.8,17601.32,L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack VIP est recommandé en priorité.
CL000457,Eco,65.0,Bronze,50.3,Eco+,50.0,5963.57,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000458,Premium,84.2,Business,82.7,VIP,79.2,47071.63,Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000459,Silver,67.3,Eco+,66.1,Eco,63.1,5117.3,Le bonus est excellent. Le stationnement en garage fermé réduit le risque vol. Le pack Silver est recommandé en priorité.
CL000460,Bronze,66.4,Eco,64.6,Silver+,64.5,5636.69,Le pack Bronze est recommandé en priorité.
CL000461,VIP,68.7,Gold+,68.6,Business,66.4,56561.75,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack VIP est recommandé en priorité.
CL000462,Eco,67.1,Eco+,62.1,Gold+,54.4,5489.38,Le conducteur roule beaucoup. Le pack Eco est recommandé en priorité.
CL000463,Business,87.4,Gold+,83.8,Gold,83.1,12957.87,Le conducteur roule beaucoup. Le bonus est excellent. Le stationnement en garage fermé réduit le risque vol. Le pack Business est recommandé en priorité.
CL000464,Eco+,96.9,Bronze,95.9,Eco,92.7,8320.9,L'historique de sinistres nécessite une couverture renforcée. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Eco+ est recommandé en priorité.
CL000465,Premium,87.4,Silver+,75.2,Business,67.1,11435.44,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000466,Eco,87.6,Eco+,84.9,Bronze,84.5,2711.08,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000467,Premium,99.0,Business,99.0,VIP,99.0,36367.69,Le véhicule possède une forte valeur. Le conducteur roule beaucoup. La marque premium justifie une protection étendue. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol.
CL000468,Eco,75.3,Eco+,73.4,Bronze,61.4,5818.67,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000469,Gold+,84.4,Premium,82.2,Business,80.8,26454.88,Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. Le pack Gold+ est recommandé en priorité.
CL000470,Gold,77.8,Gold+,76.2,Premium,74.2,3802.86,Le conducteur roule beaucoup. Le bonus est excellent. Le stationnement en garage fermé réduit le risque vol. Le pack Gold est recommandé en priorité.
CL000471,Gold+,89.8,VIP,89.6,Premium,88.6,28273.14,Le véhicule possède une forte valeur. La marque premium justifie une protection étendue. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Gold+ est recommandé en priorité.
CL000472,Premium,99.0,Business,99.0,VIP,99.0,27730.87,Le véhicule possède une forte valeur. Le conducteur roule beaucoup. Le bonus est excellent. La marque premium justifie une protection étendue. L'usage professionnel requiert des garanties adaptées.
CL000473,Eco,72.8,Eco+,72.5,Bronze,52.4,2383.22,Le bonus est excellent. Le pack Eco est recommandé en priorité.
CL000474,Eco,67.8,Bronze,67.8,Eco+,63.2,5586.77,L'historique de sinistres nécessite une couverture renforcée. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000475,Gold+,99.0,Premium,99.0,Business,99.0,40553.33,Le véhicule possède une forte valeur. L'historique de sinistres nécessite une couverture renforcée. La marque premium justifie une protection étendue. Le stationnement en garage fermé réduit le risque vol. Le pack Gold+ est recommandé en priorité.
CL000476,Eco,66.6,Eco+,65.2,VIP,54.4,7731.14,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000477,VIP,99.0,Business,94.8,Gold+,94.6,95111.32,Le véhicule possède une forte valeur. Le conducteur roule beaucoup. La marque premium justifie une protection étendue. Le stationnement en garage fermé réduit le risque vol. Le pack VIP est recommandé en priorité.
CL000478,Eco,66.4,Silver,66.4,Eco+,65.6,3781.63,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000479,Gold+,67.3,Premium,67.1,VIP,66.7,13948.22,Le conducteur roule beaucoup. Le bonus est excellent. Le stationnement en garage fermé réduit le risque vol. Le pack Gold+ est recommandé en priorité.
CL000480,VIP,59.4,Premium,57.0,Gold,56.3,72792.26,Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. Le pack VIP est recommandé en priorité.
CL000481,Eco+,52.4,Eco,51.0,Bronze,49.3,6875.34,Le stationnement en garage fermé réduit le risque vol. Le pack Eco+ est recommandé en priorité.
CL000482,Premium,67.6,Eco+,67.1,Silver+,66.7,12953.51,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000483,Gold+,99.0,Premium,99.0,Business,99.0,55252.07,Le véhicule possède une forte valeur. Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. La marque premium justifie une protection étendue. Le pack Gold+ est recommandé en priorité.
CL000484,Gold+,99.0,Premium,99.0,Business,99.0,46513.79,Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. La marque premium justifie une protection étendue. Le stationnement en garage fermé réduit le risque vol. Le pack Gold+ est recommandé en priorité.
CL000485,Gold+,99.0,Premium,99.0,Business,99.0,42472.59,Le véhicule possède une forte valeur. Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. La marque premium justifie une protection étendue. Le pack Gold+ est recommandé en priorité.
CL000486,Gold+,94.0,Silver,82.3,VIP,77.5,8977.29,Le véhicule possède une forte valeur. Le conducteur roule beaucoup. Le bonus est excellent. La marque premium justifie une protection étendue. L'usage professionnel requiert des garanties adaptées.
CL000487,Eco,96.3,Eco+,82.1,Bronze,61.0,7479.99,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000488,VIP,92.8,Gold,92.1,Gold+,92.0,8463.77,Le bonus est excellent. Le stationnement en garage fermé réduit le risque vol. Le pack VIP est recommandé en priorité.
CL000489,Gold,88.3,Premium,88.3,Business,84.5,12271.27,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Gold est recommandé en priorité.
CL000490,Eco+,52.7,Bronze,51.7,Eco,47.5,4403.93,L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Eco+ est recommandé en priorité.
CL000491,Eco,84.5,Eco+,82.8,Bronze,71.7,10405.41,Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000492,Eco+,85.2,Eco,82.9,Bronze,82.1,4449.99,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Eco+ est recommandé en priorité.
CL000493,Premium,84.9,Gold+,83.9,VIP,83.0,65156.53,Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. Le pack Premium est recommandé en priorité.
CL000494,Silver+,99.0,Gold+,99.0,Premium,99.0,7418.95,Le conducteur roule beaucoup. Le bonus est excellent. Le stationnement en garage fermé réduit le risque vol. Le pack Silver+ est recommandé en priorité.
CL000495,Premium,72.2,Business,71.1,VIP,70.8,25306.54,Le bonus est excellent. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
