FAQID,Question,Categorie,Reponse,Tags,Priorite
FAQ00375,Comment résilier mon contrat ? (variante 375),Résiliation,Envoyez une lettre recommandée 2 mois avant la date d'échéance ou profitez de la loi Hamon après 1 an. Réf. FAQ-00375.,"Résiliation,assurance auto,Maroc",4
FAQ00376,Le vol est-il couvert ? (variante 376),Garanties,"La garantie vol est incluse à partir du pack Silver, sous réserve d'antivol agréé. Réf. FAQ-00376.","Garanties,assurance auto,Maroc",5
FAQ00377,Quels documents pour souscrire ? (variante 377),Souscription,"Carte grise, permis de conduire, relevé d'information et carte d'identité nationale. Réf. FAQ-00377.","Souscription,assurance auto,Maroc",3
FAQ00378,Puis-je payer mensuellement ? (variante 378),Paiement,"Oui, le paiement mensuel est disponible avec une majoration de 3%. Réf. FAQ-00378.","Paiement,assurance auto,Maroc",4
FAQ00379,Comment contester un refus d'indemnisation ? (variante 379),Réclamations,Adressez un recours écrit au service réclamations sous 30 jours. Réf. FAQ-00379.,"Réclamations,assurance auto,Maroc",3
FAQ00380,Comment déclarer un sinistre ? (variante 380),Déclaration sinistre,Connectez-vous à votre espace client ou appelez le 0522-XX-XX-XX dans les 5 jours ouvrés. Réf. FAQ-00380.,"Déclaration sinistre,assurance auto,Maroc",5
FAQ00381,Quel est le délai de déclaration d'un sinistre ? (variante 381),Délais,"Vous disposez de 5 jours ouvrés pour déclarer un sinistre, 2 jours en cas de vol. Réf. FAQ-00381.","Délais,assurance auto,Maroc",1
FAQ00382,Comment fonctionne le bonus-malus ? (variante 382),Bonus Malus,"Chaque année sans sinistre responsable réduit votre coefficient de 5%, jusqu'à 0.50 minimum. Réf. FAQ-00382.","Bonus Malus,assurance auto,Maroc",3
FAQ00383,Puis-je assurer une voiture neuve ? (variante 383),Souscription,"Oui, nous proposons des formules véhicule neuf avec valeur à neuf garantie 12 mois. Réf. FAQ-00383.","Souscription,assurance auto,Maroc",4
FAQ00384,Quelle franchise choisir ? (variante 384),Franchise,Une franchise élevée réduit la prime annuelle mais augmente votre reste à charge en cas de sinistre. Réf. FAQ-00384.,"Franchise,assurance auto,Maroc",1
FAQ00385,Comment résilier mon contrat ? (variante 385),Résiliation,Envoyez une lettre recommandée 2 mois avant la date d'échéance ou profitez de la loi Hamon après 1 an. Réf. FAQ-00385.,"Résiliation,assurance auto,Maroc",3
FAQ00386,Le vol est-il couvert ? (variante 386),Garanties,"La garantie vol est incluse à partir du pack Silver, sous réserve d'antivol agréé. Réf. FAQ-00386.","Garanties,assurance auto,Maroc",5
FAQ00387,Quels documents pour souscrire ? (variante 387),Souscription,"Carte grise, permis de conduire, relevé d'information et carte d'identité nationale. Réf. FAQ-00387.","Souscription,assurance auto,Maroc",1
FAQ00388,Puis-je payer mensuellement ? (variante 388),Paiement,"Oui, le paiement mensuel est disponible avec une majoration de 3%. Réf. FAQ-00388.","Paiement,assurance auto,Maroc",4
FAQ00389,Comment contester un refus d'indemnisation ? (variante 389),Réclamations,Adressez un recours écrit au service réclamations sous 30 jours. Réf. FAQ-00389.,"Réclamations,assurance auto,Maroc",4
FAQ00390,Comment déclarer un sinistre ? (variante 390),Déclaration sinistre,Connectez-vous à votre espace client ou appelez le 0522-XX-XX-XX dans les 5 jours ouvrés. Réf. FAQ-00390.,"Déclaration sinistre,assurance auto,Maroc",1
FAQ00391,Quel est le délai de déclaration d'un sinistre ? (variante 391),Délais,"Vous disposez de 5 jours ouvrés pour déclarer un sinistre, 2 jours en cas de vol. Réf. FAQ-00391.","Délais,assurance auto,Maroc",4
FAQ00392,Comment fonctionne le bonus-malus ? (variante 392),Bonus Malus,"Chaque année sans sinistre responsable réduit votre coefficient de 5%, jusqu'à 0.50 minimum. Réf. FAQ-00392.","Bonus Malus,assurance auto,Maroc",1
FAQ00393,Puis-je assurer une voiture neuve ? (variante 393),Souscription,"Oui, nous proposons des formules véhicule neuf avec valeur à neuf garantie 12 mois. Réf. FAQ-00393.","Souscription,assurance auto,Maroc",2
FAQ00394,Quelle franchise choisir ? (variante 394),Franchise,Une franchise élevée réduit la prime annuelle mais augmente votre reste à charge en cas de sinistre. Réf. FAQ-00394.,"Franchise,assurance auto,Maroc",1
FAQ00395,Comment résilier mon contrat ? (variante 395),Résiliation,Envoyez une lettre recommandée 2 mois avant la date d'échéance ou profitez de la loi Hamon après 1 an. Réf. FAQ-00395.,"Résiliation,assurance auto,Maroc",3
FAQ00396,Le vol est-il couvert ? (variante 396),Garanties,"La garantie vol est incluse à partir du pack Silver, sous réserve d'antivol agréé. Réf. FAQ-00396.","Garanties,assurance auto,Maroc",2
FAQ00397,Quels documents pour souscrire ? (variante 397),Souscription,"Carte grise, permis de conduire, relevé d'information et carte d'identité nationale. Réf. FAQ-00397.","Souscription,assurance auto,Maroc",1
FAQ00398,Puis-je payer mensuellement ? (variante 398),Paiement,"Oui, le paiement mensuel est disponible avec une majoration de 3%. Réf. FAQ-00398.","Paiement,assurance auto,Maroc",4
FAQ00399,Comment contester un refus d'indemnisation ? (variante 399),Réclamations,Adressez un recours écrit au service réclamations sous 30 jours. Réf. FAQ-00399.,"Réclamations,assurance auto,Maroc",1
FAQ00400,Comment déclarer un sinistre ? (variante 400),Déclaration sinistre,Connectez-vous à votre espace client ou appelez le 0522-XX-XX-XX dans les 5 jours ouvrés. Réf. FAQ-00400.,"Déclaration sinistre,assurance auto,Maroc",4
FAQ00401,Quel est le délai de déclaration d'un sinistre ? (variante 401),Délais,"Vous disposez de 5 jours ouvrés pour déclarer un sinistre, 2 jours en cas de vol. Réf. FAQ-00401.","Délais,assurance auto,Maroc",1
FAQ00402,Comment fonctionne le bonus-malus ? (variante 402),Bonus Malus,"Chaque année sans sinistre responsable réduit votre coefficient de 5%, jusqu'à 0.50 minimum. Réf. FAQ-00402.","Bonus Malus,assurance auto,Maroc",5
FAQ00403,Puis-je assurer une voiture neuve ? (variante 403),Souscription,"Oui, nous proposons des formules véhicule neuf avec valeur à neuf garantie 12 mois. Réf. FAQ-00403.","Souscription,assurance auto,Maroc",5
FAQ00404,Quelle franchise choisir ? (variante 404),Franchise,Une franchise élevée réduit la prime annuelle mais augmente votre reste à charge en cas de sinistre. Réf. FAQ-00404.,"Franchise,assurance auto,Maroc",1
FAQ00405,Comment résilier mon contrat ? (variante 405),Résiliation,Envoyez une lettre recommandée 2 mois avant la date d'échéance ou profitez de la loi Hamon après 1 an. Réf. FAQ-00405.,"Résiliation,assurance auto,Maroc",4
FAQ00406,Le vol est-il couvert ? (variante 406),Garanties,"La garantie vol est incluse à partir du pack Silver, sous réserve d'antivol agréé. Réf. FAQ-00406.","Garanties,assurance auto,Maroc",4
FAQ00407,Quels documents pour souscrire ? (variante 407),Souscription,"Carte grise, permis de conduire, relevé d'information et carte d'identité nationale. Réf. FAQ-00407.","Souscription,assurance auto,Maroc",4
FAQ00408,Puis-je payer mensuellement ? (variante 408),Paiement,"Oui, le paiement mensuel est disponible avec une majoration de 3%. Réf. FAQ-00408.","Paiement,assurance auto,Maroc",3
FAQ00409,Comment contester un refus d'indemnisation ? (variante 409),Réclamations,Adressez un recours écrit au service réclamations sous 30 jours. Réf. FAQ-00409.,"Réclamations,assurance auto,Maroc",2
FAQ00410,Comment déclarer un sinistre ? (variante 410),Déclaration sinistre,Connectez-vous à votre espace client ou appelez le 0522-XX-XX-XX dans les 5 jours ouvrés. Réf. FAQ-00410.,"Déclaration sinistre,assurance auto,Maroc",5
FAQ00411,Quel est le délai de déclaration d'un sinistre ? (variante 411),Délais,"Vous disposez de 5 jours ouvrés pour déclarer un sinistre, 2 jours en cas de vol. Réf. FAQ-00411.","Délais,assurance auto,Maroc",5
FAQ00412,Comment fonctionne le bonus-malus ? (variante 412),Bonus Malus,"Chaque année sans sinistre responsable réduit votre coefficient de 5%, jusqu'à 0.50 minimum. Réf. FAQ-00412.","Bonus Malus,assurance auto,Maroc",3
FAQ00413,Puis-je assurer une voiture neuve ? (variante 413),Souscription,"Oui, nous proposons des formules véhicule neuf avec valeur à neuf garantie 12 mois. Réf. FAQ-00413.","Souscription,assurance auto,Maroc",5
FAQ00414,Quelle franchise choisir ? (variante 414),Franchise,Une franchise élevée réduit la prime annuelle mais augmente votre reste à charge en cas de sinistre. Réf. FAQ-00414.,"Franchise,assurance auto,Maroc",3
FAQ00415,Comment résilier mon contrat ? (variante 415),Résiliation,Envoyez une lettre recommandée 2 mois avant la date d'échéance ou profitez de la loi Hamon après 1 an. Réf. FAQ-00415.,"Résiliation,assurance auto,Maroc",4
FAQ00416,Le vol est-il couvert ? (variante 416),Garanties,"La garantie vol est incluse à partir du pack Silver, sous réserve d'antivol agréé. Réf. FAQ-00416.","Garanties,assurance auto,Maroc",1
FAQ00417,Quels documents pour souscrire ? (variante 417),Souscription,"Carte grise, permis de conduire, relevé d'information et carte d'identité nationale. Réf. FAQ-00417.","Souscription,assurance auto,Maroc",2
FAQ00418,Puis-je payer mensuellement ? (variante 418),Paiement,"Oui, le paiement mensuel est disponible avec une majoration de 3%. Réf. FAQ-00418.","Paiement,assurance auto,Maroc",2
FAQ00419,Comment contester un refus d'indemnisation ? (variante 419),Réclamations,Adressez un recours écrit au service réclamations sous 30 jours. Réf. FAQ-00419.,"Réclamations,assurance auto,Maroc",4
FAQ00420,Comment déclarer un sinistre ? (variante 420),Déclaration sinistre,Connectez-vous à votre espace client ou appelez le 0522-XX-XX-XX dans les 5 jours ouvrés. Réf. FAQ-00420.,"Déclaration sinistre,assurance auto,Maroc",4
FAQ00421,Quel est le délai de déclaration d'un sinistre ? (variante 421),Délais,"Vous disposez de 5 jours ouvrés pour déclarer un sinistre, 2 jours en cas de vol. Réf. FAQ-00421.","Délais,assurance auto,Maroc",2
FAQ00422,Comment fonctionne le bonus-malus ? (variante 422),Bonus Malus,"Chaque année sans sinistre responsable réduit votre coefficient de 5%, jusqu'à 0.50 minimum. Réf. FAQ-00422.","Bonus Malus,assurance auto,Maroc",5
FAQ00423,Puis-je assurer une voiture neuve ? (variante 423),Souscription,"Oui, nous proposons des formules véhicule neuf avec valeur à neuf garantie 12 mois. Réf. FAQ-00423.","Souscription,assurance auto,Maroc",2
FAQ00424,Quelle franchise choisir ? (variante 424),Franchise,Une franchise élevée réduit la prime annuelle mais augmente votre reste à charge en cas de sinistre. Réf. FAQ-00424.,"Franchise,assurance auto,Maroc",5
FAQ00425,Comment résilier mon contrat ? (variante 425),Résiliation,Envoyez une lettre recommandée 2 mois avant la date d'échéance ou profitez de la loi Hamon après 1 an. Réf. FAQ-00425.,"Résiliation,assurance auto,Maroc",1
FAQ00426,Le vol est-il couvert ? (variante 426),Garanties,"La garantie vol est incluse à partir du pack Silver, sous réserve d'antivol agréé. Réf. FAQ-00426.","Garanties,assurance auto,Maroc",4
FAQ00427,Quels documents pour souscrire ? (variante 427),Souscription,"Carte grise, permis de conduire, relevé d'information et carte d'identité nationale. Réf. FAQ-00427.","Souscription,assurance auto,Maroc",1
FAQ00428,Puis-je payer mensuellement ? (variante 428),Paiement,"Oui, le paiement mensuel est disponible avec une majoration de 3%. Réf. FAQ-00428.","Paiement,assurance auto,Maroc",5
FAQ00429,Comment contester un refus d'indemnisation ? (variante 429),Réclamations,Adressez un recours écrit au service réclamations sous 30 jours. Réf. FAQ-00429.,"Réclamations,assurance auto,Maroc",5
FAQ00430,Comment déclarer un sinistre ? (variante 430),Déclaration sinistre,Connectez-vous à votre espace client ou appelez le 0522-XX-XX-XX dans les 5 jours ouvrés. Réf. FAQ-00430.,"Déclaration sinistre,assurance auto,Maroc",2
FAQ00431,Quel est le délai de déclaration d'un sinistre ? (variante 431),Délais,"Vous disposez de 5 jours ouvrés pour déclarer un sinistre, 2 jours en cas de vol. Réf. FAQ-00431.","Délais,assurance auto,Maroc",2
FAQ00432,Comment fonctionne le bonus-malus ? (variante 432),Bonus Malus,"Chaque année sans sinistre responsable réduit votre coefficient de 5%, jusqu'à 0.50 minimum. Réf. FAQ-00432.","Bonus Malus,assurance auto,Maroc",2
FAQ00433,Puis-je assurer une voiture neuve ? (variante 433),Souscription,"Oui, nous proposons des formules véhicule neuf avec valeur à neuf garantie 12 mois. Réf. FAQ-00433.","Souscription,assurance auto,Maroc",5
FAQ00434,Quelle franchise choisir ? (variante 434),Franchise,Une franchise élevée réduit la prime annuelle mais augmente votre reste à charge en cas de sinistre. Réf. FAQ-00434.,"Franchise,assurance auto,Maroc",4
FAQ00435,Comment résilier mon contrat ? (variante 435),Résiliation,Envoyez une lettre recommandée 2 mois avant la date d'échéance ou profitez de la loi Hamon après 1 an. Réf. FAQ-00435.,"Résiliation,assurance auto,Maroc",5
FAQ00436,Le vol est-il couvert ? (variante 436),Garanties,"La garantie vol est incluse à partir du pack Silver, sous réserve d'antivol agréé. Réf. FAQ-00436.","Garanties,assurance auto,Maroc",5
FAQ00437,Quels documents pour souscrire ? (variante 437),Souscription,"Carte grise, permis de conduire, relevé d'information et carte d'identité nationale. Réf. FAQ-00437.","Souscription,assurance auto,Maroc",1
FAQ00438,Puis-je payer mensuellement ? (variante 438),Paiement,"Oui, le paiement mensuel est disponible avec une majoration de 3%. Réf. FAQ-00438.","Paiement,assurance auto,Maroc",4
FAQ00439,Comment contester un refus d'indemnisation ? (variante 439),Réclamations,Adressez un recours écrit au service réclamations sous 30 jours. Réf. FAQ-00439.,"Réclamations,assurance auto,Maroc",5
FAQ00440,Comment déclarer un sinistre ? (variante 440),Déclaration sinistre,Connectez-vous à votre espace client ou appelez le 0522-XX-XX-XX dans les 5 jours ouvrés. Réf. FAQ-00440.,"Déclaration sinistre,assurance auto,Maroc",4
FAQ00441,Quel est le délai de déclaration d'un sinistre ? (variante 441),Délais,"Vous disposez de 5 jours ouvrés pour déclarer un sinistre, 2 jours en cas de vol. Réf. FAQ-00441.","Délais,assurance auto,Maroc",2
FAQ00442,Comment fonctionne le bonus-malus ? (variante 442),Bonus Malus,"Chaque année sans sinistre responsable réduit votre coefficient de 5%, jusqu'à 0.50 minimum. Réf. FAQ-00442.","Bonus Malus,assurance auto,Maroc",4
FAQ00443,Puis-je assurer une voiture neuve ? (variante 443),Souscription,"Oui, nous proposons des formules véhicule neuf avec valeur à neuf garantie 12 mois. Réf. FAQ-00443.","Souscription,assurance auto,Maroc",1
FAQ00444,Quelle franchise choisir ? (variante 444),Franchise,Une franchise élevée réduit la prime annuelle mais augmente votre reste à charge en cas de sinistre. Réf. FAQ-00444.,"Franchise,assurance auto,Maroc",1
FAQ00445,Comment résilier mon contrat ? (variante 445),Résiliation,Envoyez une lettre recommandée 2 mois avant la date d'échéance ou profitez de la loi Hamon après 1 an. Réf. FAQ-00445.,"Résiliation,assurance auto,Maroc",3
FAQ00446,Le vol est-il couvert ? (variante 446),Garanties,"La garantie vol est incluse à partir du pack Silver, sous réserve d'antivol agréé. Réf. FAQ-00446.","Garanties,assurance auto,Maroc",3
FAQ00447,Quels documents pour souscrire ? (variante 447),Souscription,"Carte grise, permis de conduire, relevé d'information et carte d'identité nationale. Réf. FAQ-00447.","Souscription,assurance auto,Maroc",2
FAQ00448,Puis-je payer mensuellement ? (variante 448),Paiement,"Oui, le paiement mensuel est disponible avec une majoration de 3%. Réf. FAQ-00448.","Paiement,assurance auto,Maroc",1
FAQ00449,Comment contester un refus d'indemnisation ? (variante 449),Réclamations,Adressez un recours écrit au service réclamations sous 30 jours. Réf. FAQ-00449.,"Réclamations,assurance auto,Maroc",4
FAQ00450,Comment déclarer un sinistre ? (variante 450),Déclaration sinistre,Connectez-vous à votre espace client ou appelez le 0522-XX-XX-XX dans les 5 jours ouvrés. Réf. FAQ-00450.,"Déclaration sinistre,assurance auto,Maroc",2
